draw_no,draw_date,prize_code,digit
1817,2005-11-26,C,1208
1817,2005-11-26,C,1978
1817,2005-11-26,C,2334
1817,2005-11-26,C,4382
1817,2005-11-26,C,5414
1817,2005-11-26,C,7581
1817,2005-11-26,C,8142
1817,2005-11-26,C,8316
1817,2005-11-26,C,8628
1817,2005-11-26,S,0489
1817,2005-11-26,S,0732
1817,2005-11-26,S,3880
1817,2005-11-26,S,4136
1817,2005-11-26,S,7871
1817,2005-11-26,S,8539
1817,2005-11-26,S,8881
1817,2005-11-26,S,9486
1817,2005-11-26,S,9586
1817,2005-11-26,S,9775
1818,2005-11-27,1,9196
1818,2005-11-27,2,9376
1818,2005-11-27,3,4682
1818,2005-11-27,C,2063
1818,2005-11-27,C,4413
1818,2005-11-27,C,4934
1818,2005-11-27,C,5237
1818,2005-11-27,C,6999
1818,2005-11-27,C,7193
1818,2005-11-27,C,7608
1818,2005-11-27,C,7633
1818,2005-11-27,C,8524
1818,2005-11-27,C,9171
1818,2005-11-27,S,2376
1818,2005-11-27,S,3319
1818,2005-11-27,S,4109
1818,2005-11-27,S,5336
1818,2005-11-27,S,6022
1818,2005-11-27,S,6636
1818,2005-11-27,S,8458
1818,2005-11-27,S,8766
1818,2005-11-27,S,9175
1818,2005-11-27,S,9286
1819,2005-11-30,1,7840
1819,2005-11-30,2,3569
1819,2005-11-30,3,5395
1819,2005-11-30,C,3630
1819,2005-11-30,C,3920
1819,2005-11-30,C,4616
1819,2005-11-30,C,4935
1819,2005-11-30,C,6383
1819,2005-11-30,C,7683
1819,2005-11-30,C,8035
1819,2005-11-30,C,8545
1819,2005-11-30,C,9351
1819,2005-11-30,C,9928
1819,2005-11-30,S,0971
1819,2005-11-30,S,3367
1819,2005-11-30,S,4335
1819,2005-11-30,S,5110
1819,2005-11-30,S,5527
1819,2005-11-30,S,6662
1819,2005-11-30,S,7457
1819,2005-11-30,S,8271
1819,2005-11-30,S,8379
1819,2005-11-30,S,9172
1820,2005-12-03,1,7966
1820,2005-12-03,2,1430
1820,2005-12-03,3,8391
1820,2005-12-03,C,0039
1820,2005-12-03,C,0939
1820,2005-12-03,C,1217
1820,2005-12-03,C,1651
1820,2005-12-03,C,2036
1820,2005-12-03,C,2945
1820,2005-12-03,C,5208
1820,2005-12-03,C,6743
1820,2005-12-03,C,8622
1820,2005-12-03,C,9129
1820,2005-12-03,S,0093
1820,2005-12-03,S,0224
1820,2005-12-03,S,0730
1820,2005-12-03,S,2193
1820,2005-12-03,S,4331
1820,2005-12-03,S,4527
1820,2005-12-03,S,4581
1820,2005-12-03,S,7664
1820,2005-12-03,S,8886
1820,2005-12-03,S,9794
1821,2005-12-04,1,3382
1821,2005-12-04,2,9346
1821,2005-12-04,3,1012
1821,2005-12-04,C,1850
1821,2005-12-04,C,2073
1821,2005-12-04,C,3105
1821,2005-12-04,C,3986
1821,2005-12-04,C,4254
1821,2005-12-04,C,4263
1821,2005-12-04,C,4773
1821,2005-12-04,C,5216
1821,2005-12-04,C,6056
1821,2005-12-04,C,7292
1821,2005-12-04,S,0248
1821,2005-12-04,S,0466
1821,2005-12-04,S,1639
1821,2005-12-04,S,2224
1821,2005-12-04,S,2507
1821,2005-12-04,S,3260
1821,2005-12-04,S,3770
1821,2005-12-04,S,5403
1821,2005-12-04,S,6236
1821,2005-12-04,S,6370
1822,2005-12-07,1,9584
1822,2005-12-07,2,3390
1822,2005-12-07,3,5281
1822,2005-12-07,C,0459
1822,2005-12-07,C,2166
1822,2005-12-07,C,3094
1822,2005-12-07,C,3975
1822,2005-12-07,C,4427
1822,2005-12-07,C,5257
1822,2005-12-07,C,5569
1822,2005-12-07,C,6087
1822,2005-12-07,C,6365
1822,2005-12-07,C,7239
1822,2005-12-07,S,1137
1822,2005-12-07,S,1186
1822,2005-12-07,S,3341
1822,2005-12-07,S,3451
1822,2005-12-07,S,4028
1822,2005-12-07,S,5192
1822,2005-12-07,S,6713
1822,2005-12-07,S,8670
1822,2005-12-07,S,8915
1822,2005-12-07,S,9467
1823,2005-12-10,1,1998
1823,2005-12-10,2,6832
1823,2005-12-10,3,9737
1823,2005-12-10,C,0542
1823,2005-12-10,C,1653
1823,2005-12-10,C,2830
1823,2005-12-10,C,3564
1823,2005-12-10,C,4334
1823,2005-12-10,C,4605
1823,2005-12-10,C,5375
1823,2005-12-10,C,6706
1823,2005-12-10,C,8630
1823,2005-12-10,C,9427
1823,2005-12-10,S,2204
1823,2005-12-10,S,7027
1823,2005-12-10,S,7444
1823,2005-12-10,S,7617
1823,2005-12-10,S,8061
1823,2005-12-10,S,8066
1823,2005-12-10,S,8713
1823,2005-12-10,S,8948
1823,2005-12-10,S,9731
1823,2005-12-10,S,9738
1824,2005-12-11,1,4471
1824,2005-12-11,2,0044
1824,2005-12-11,3,0213
1824,2005-12-11,C,2037
1824,2005-12-11,C,2747
1824,2005-12-11,C,3645
1824,2005-12-11,C,4195
1824,2005-12-11,C,4926
1824,2005-12-11,C,8791
1824,2005-12-11,C,8993
1824,2005-12-11,C,9290
1824,2005-12-11,C,9313
1824,2005-12-11,C,9633
1824,2005-12-11,S,0589
1824,2005-12-11,S,2790
1824,2005-12-11,S,2817
1824,2005-12-11,S,3167
1824,2005-12-11,S,3184
1824,2005-12-11,S,3636
1824,2005-12-11,S,5422
1824,2005-12-11,S,7549
1824,2005-12-11,S,7640
1824,2005-12-11,S,8251
1825,2005-12-14,1,3276
1825,2005-12-14,2,2737
1825,2005-12-14,3,9200
1825,2005-12-14,C,2638
1825,2005-12-14,C,4762
1825,2005-12-14,C,5757
1825,2005-12-14,C,6227
1825,2005-12-14,C,6359
1825,2005-12-14,C,6947
1825,2005-12-14,C,7100
1825,2005-12-14,C,7937
1825,2005-12-14,C,8033
1825,2005-12-14,C,8441
1825,2005-12-14,S,2613
1825,2005-12-14,S,3048
1825,2005-12-14,S,3078
1825,2005-12-14,S,3107
1825,2005-12-14,S,3301
1825,2005-12-14,S,4465
1825,2005-12-14,S,4804
1825,2005-12-14,S,5981
1825,2005-12-14,S,8640
1825,2005-12-14,S,9686
1826,2005-12-17,1,9127
1826,2005-12-17,2,3941
1826,2005-12-17,3,5557
1826,2005-12-17,C,1277
1826,2005-12-17,C,1439
1826,2005-12-17,C,1862
1826,2005-12-17,C,2986
1826,2005-12-17,C,4633
1826,2005-12-17,C,4953
1826,2005-12-17,C,5548
1826,2005-12-17,C,5658
1826,2005-12-17,C,8073
1826,2005-12-17,C,9129
1826,2005-12-17,S,0683
1826,2005-12-17,S,2948
1826,2005-12-17,S,3117
1826,2005-12-17,S,4506
1826,2005-12-17,S,5312
1826,2005-12-17,S,6906
1826,2005-12-17,S,8020
1826,2005-12-17,S,8313
1826,2005-12-17,S,8693
1826,2005-12-17,S,9071
1827,2005-12-18,1,0677
1827,2005-12-18,2,7282
1827,2005-12-18,3,9659
1827,2005-12-18,C,0379
1827,2005-12-18,C,2675
1827,2005-12-18,C,2812
1827,2005-12-18,C,3012
1827,2005-12-18,C,3058
1827,2005-12-18,C,4270
1827,2005-12-18,C,5744
1827,2005-12-18,C,7595
1827,2005-12-18,C,8796
1827,2005-12-18,C,9804
1827,2005-12-18,S,0332
1827,2005-12-18,S,0831
1827,2005-12-18,S,1104
1827,2005-12-18,S,1184
1827,2005-12-18,S,2137
1827,2005-12-18,S,3626
1827,2005-12-18,S,3636
1827,2005-12-18,S,4558
1827,2005-12-18,S,7465
1827,2005-12-18,S,8015
1828,2005-12-21,1,0628
1828,2005-12-21,2,9307
1828,2005-12-21,3,0182
1828,2005-12-21,C,1591
1828,2005-12-21,C,1632
1828,2005-12-21,C,1990
1828,2005-12-21,C,2458
1828,2005-12-21,C,5403
1828,2005-12-21,C,6950
1828,2005-12-21,C,7466
1828,2005-12-21,C,8312
1828,2005-12-21,C,8994
1828,2005-12-21,C,9393
1828,2005-12-21,S,1678
1828,2005-12-21,S,2568
1828,2005-12-21,S,2622
1828,2005-12-21,S,2703
1828,2005-12-21,S,3292
1828,2005-12-21,S,5165
1828,2005-12-21,S,5462
1828,2005-12-21,S,5506
1828,2005-12-21,S,6943
1828,2005-12-21,S,8000
1829,2005-12-24,1,5731
1829,2005-12-24,2,1444
1829,2005-12-24,3,6114
1829,2005-12-24,C,2090
1829,2005-12-24,C,2662
1829,2005-12-24,C,5340
1829,2005-12-24,C,6441
1829,2005-12-24,C,6990
1829,2005-12-24,C,9050
1829,2005-12-24,C,9332
1829,2005-12-24,C,9661
1829,2005-12-24,C,9826
1829,2005-12-24,C,9834
1829,2005-12-24,S,0164
1829,2005-12-24,S,0996
1829,2005-12-24,S,3535
1829,2005-12-24,S,4191
1829,2005-12-24,S,6133
1829,2005-12-24,S,6318
1829,2005-12-24,S,6818
1829,2005-12-24,S,7642
1829,2005-12-24,S,7861
1829,2005-12-24,S,8384
1830,2005-12-25,1,5167
1830,2005-12-25,2,6499
1830,2005-12-25,3,4830
1830,2005-12-25,C,1063
1830,2005-12-25,C,5503
1830,2005-12-25,C,5674
1830,2005-12-25,C,5745
1830,2005-12-25,C,6557
1830,2005-12-25,C,6832
1830,2005-12-25,C,7380
1830,2005-12-25,C,7757
1830,2005-12-25,C,8295
1830,2005-12-25,C,8594
1830,2005-12-25,S,1513
1830,2005-12-25,S,1596
1830,2005-12-25,S,1751
1830,2005-12-25,S,1853
1830,2005-12-25,S,2203
1830,2005-12-25,S,2490
1830,2005-12-25,S,5620
1830,2005-12-25,S,7101
1830,2005-12-25,S,8868
1830,2005-12-25,S,9519
1831,2005-12-28,1,4303
1831,2005-12-28,2,3748
1831,2005-12-28,3,3547
1831,2005-12-28,C,0729
1831,2005-12-28,C,1662
1831,2005-12-28,C,2177
1831,2005-12-28,C,3175
1831,2005-12-28,C,3361
1831,2005-12-28,C,3902
1831,2005-12-28,C,4213
1831,2005-12-28,C,5982
1831,2005-12-28,C,8097
1831,2005-12-28,C,8505
1831,2005-12-28,S,0361
1831,2005-12-28,S,0706
1831,2005-12-28,S,1326
1831,2005-12-28,S,1514
1831,2005-12-28,S,3063
1831,2005-12-28,S,5314
1831,2005-12-28,S,5418
1831,2005-12-28,S,7190
1831,2005-12-28,S,7702
1831,2005-12-28,S,7779
1832,2005-12-31,1,7356
1832,2005-12-31,2,1874
1832,2005-12-31,3,2136
1832,2005-12-31,C,0283
1832,2005-12-31,C,1514
1832,2005-12-31,C,1657
1832,2005-12-31,C,3340
1832,2005-12-31,C,3729
1832,2005-12-31,C,3815
1832,2005-12-31,C,4469
1832,2005-12-31,C,4787
1832,2005-12-31,C,6232
1832,2005-12-31,C,7873
1832,2005-12-31,S,0527
1832,2005-12-31,S,0971
1832,2005-12-31,S,2100
1832,2005-12-31,S,2615
1832,2005-12-31,S,2924
1832,2005-12-31,S,3928
1832,2005-12-31,S,5235
1832,2005-12-31,S,6873
1832,2005-12-31,S,7295
1832,2005-12-31,S,8114
1833,2006-01-01,1,6550
1833,2006-01-01,2,7140
1833,2006-01-01,3,7241
1833,2006-01-01,C,0789
1833,2006-01-01,C,1116
1833,2006-01-01,C,1322
1833,2006-01-01,C,1906
1833,2006-01-01,C,3307
1833,2006-01-01,C,4563
1833,2006-01-01,C,4593
1833,2006-01-01,C,6330
1833,2006-01-01,C,6640
1833,2006-01-01,C,9723
1833,2006-01-01,S,0095
1833,2006-01-01,S,0300
1833,2006-01-01,S,0452
1833,2006-01-01,S,2090
1833,2006-01-01,S,2738
1833,2006-01-01,S,5300
1833,2006-01-01,S,6585
1833,2006-01-01,S,6682
1833,2006-01-01,S,7354
1833,2006-01-01,S,7997
1834,2006-01-04,1,5922
1834,2006-01-04,2,3137
1834,2006-01-04,3,0651
1834,2006-01-04,C,0954
1834,2006-01-04,C,2154
1834,2006-01-04,C,3168
1834,2006-01-04,C,3196
1834,2006-01-04,C,4260
1834,2006-01-04,C,5142
1834,2006-01-04,C,5723
1834,2006-01-04,C,7789
1834,2006-01-04,C,7840
1834,2006-01-04,C,9331
1834,2006-01-04,S,0449
1834,2006-01-04,S,1888
1834,2006-01-04,S,3300
1834,2006-01-04,S,3313
1834,2006-01-04,S,5731
1834,2006-01-04,S,5744
1834,2006-01-04,S,6059
1834,2006-01-04,S,7437
1834,2006-01-04,S,8139
1834,2006-01-04,S,8679
1835,2006-01-07,1,8560
1835,2006-01-07,2,5512
1835,2006-01-07,3,6773
1835,2006-01-07,C,2008
1835,2006-01-07,C,2487
1835,2006-01-07,C,2934
1835,2006-01-07,C,3882
1835,2006-01-07,C,5282
1835,2006-01-07,C,6369
1835,2006-01-07,C,7480
1835,2006-01-07,C,8669
1835,2006-01-07,C,9694
1835,2006-01-07,C,9710
1835,2006-01-07,S,0294
1835,2006-01-07,S,0444
1835,2006-01-07,S,2914
1835,2006-01-07,S,3369
1835,2006-01-07,S,4560
1835,2006-01-07,S,6328
1835,2006-01-07,S,6854
1835,2006-01-07,S,7809
1835,2006-01-07,S,9759
1835,2006-01-07,S,9891
1836,2006-01-08,1,2891
1836,2006-01-08,2,4877
1836,2006-01-08,3,1482
1836,2006-01-08,C,1918
1836,2006-01-08,C,2442
1836,2006-01-08,C,3595
1836,2006-01-08,C,5070
1836,2006-01-08,C,5244
1836,2006-01-08,C,5583
1836,2006-01-08,C,6956
1836,2006-01-08,C,7736
1836,2006-01-08,C,8729
1836,2006-01-08,C,9606
1836,2006-01-08,S,0638
1836,2006-01-08,S,0907
1836,2006-01-08,S,1596
1836,2006-01-08,S,1876
1836,2006-01-08,S,2575
1836,2006-01-08,S,3430
1836,2006-01-08,S,5290
1836,2006-01-08,S,5534
1836,2006-01-08,S,6710
1836,2006-01-08,S,9750
1837,2006-01-11,1,6856
1837,2006-01-11,2,8636
1837,2006-01-11,3,6450
1837,2006-01-11,C,2125
1837,2006-01-11,C,2476
1837,2006-01-11,C,5090
1837,2006-01-11,C,5539
1837,2006-01-11,C,5833
1837,2006-01-11,C,5898
1837,2006-01-11,C,5992
1837,2006-01-11,C,6478
1837,2006-01-11,C,9097
1837,2006-01-11,C,9360
1837,2006-01-11,S,0108
1837,2006-01-11,S,1431
1837,2006-01-11,S,1627
1837,2006-01-11,S,2227
1837,2006-01-11,S,2531
1837,2006-01-11,S,3955
1837,2006-01-11,S,4149
1837,2006-01-11,S,6882
1837,2006-01-11,S,7575
1837,2006-01-11,S,9077
1838,2006-01-14,1,9876
1838,2006-01-14,2,0371
1838,2006-01-14,3,0988
1838,2006-01-14,C,1540
1838,2006-01-14,C,1719
1838,2006-01-14,C,1786
1838,2006-01-14,C,4429
1838,2006-01-14,C,5052
1838,2006-01-14,C,5590
1838,2006-01-14,C,6415
1838,2006-01-14,C,6928
1838,2006-01-14,C,7066
1838,2006-01-14,C,8956
1838,2006-01-14,S,0300
1838,2006-01-14,S,0468
1838,2006-01-14,S,1730
1838,2006-01-14,S,5511
1838,2006-01-14,S,7403
1838,2006-01-14,S,7655
1838,2006-01-14,S,7796
1838,2006-01-14,S,8566
1838,2006-01-14,S,8570
1838,2006-01-14,S,8976
1839,2006-01-15,1,6641
1839,2006-01-15,2,3359
1839,2006-01-15,3,4645
1839,2006-01-15,C,0637
1839,2006-01-15,C,1540
1839,2006-01-15,C,1555
1839,2006-01-15,C,1925
1839,2006-01-15,C,2880
1839,2006-01-15,C,3003
1839,2006-01-15,C,3590
1839,2006-01-15,C,4903
1839,2006-01-15,C,7621
1839,2006-01-15,C,8903
1839,2006-01-15,S,0123
1839,2006-01-15,S,0440
1839,2006-01-15,S,0850
1839,2006-01-15,S,4004
1839,2006-01-15,S,6013
1839,2006-01-15,S,6023
1839,2006-01-15,S,6592
1839,2006-01-15,S,7464
1839,2006-01-15,S,9238
1839,2006-01-15,S,9291
1840,2006-01-18,1,9128
1840,2006-01-18,2,3979
1840,2006-01-18,3,2736
1840,2006-01-18,C,1120
1840,2006-01-18,C,1417
1840,2006-01-18,C,1421
1840,2006-01-18,C,1768
1840,2006-01-18,C,3599
1840,2006-01-18,C,5087
1840,2006-01-18,C,5218
1840,2006-01-18,C,5271
1840,2006-01-18,C,5882
1840,2006-01-18,C,9447
1840,2006-01-18,S,0408
1840,2006-01-18,S,0595
1840,2006-01-18,S,2234
1840,2006-01-18,S,2436
1840,2006-01-18,S,2958
1840,2006-01-18,S,5140
1840,2006-01-18,S,8137
1840,2006-01-18,S,8625
1840,2006-01-18,S,9238
1840,2006-01-18,S,9931
1841,2006-01-21,1,7876
1841,2006-01-21,2,5371
1841,2006-01-21,3,4951
1841,2006-01-21,C,1597
1841,2006-01-21,C,3584
1841,2006-01-21,C,4032
1841,2006-01-21,C,4036
1841,2006-01-21,C,4256
1841,2006-01-21,C,5917
1841,2006-01-21,C,6081
1841,2006-01-21,C,7001
1841,2006-01-21,C,8512
1841,2006-01-21,C,9890
1841,2006-01-21,S,0181
1841,2006-01-21,S,0432
1841,2006-01-21,S,2421
1841,2006-01-21,S,3585
1841,2006-01-21,S,4236
1841,2006-01-21,S,5285
1841,2006-01-21,S,5939
1841,2006-01-21,S,6781
1841,2006-01-21,S,7484
1841,2006-01-21,S,7565
1842,2006-01-22,1,2925
1842,2006-01-22,2,6193
1842,2006-01-22,3,7698
1842,2006-01-22,C,0024
1842,2006-01-22,C,0267
1842,2006-01-22,C,2762
1842,2006-01-22,C,3546
1842,2006-01-22,C,5148
1842,2006-01-22,C,5681
1842,2006-01-22,C,5760
1842,2006-01-22,C,6108
1842,2006-01-22,C,7229
1842,2006-01-22,C,7853
1842,2006-01-22,S,0277
1842,2006-01-22,S,0741
1842,2006-01-22,S,0766
1842,2006-01-22,S,0986
1842,2006-01-22,S,2239
1842,2006-01-22,S,3348
1842,2006-01-22,S,5418
1842,2006-01-22,S,6396
1842,2006-01-22,S,7914
1842,2006-01-22,S,8728
1843,2006-01-25,1,6359
1843,2006-01-25,2,9848
1843,2006-01-25,3,5614
1843,2006-01-25,C,0119
1843,2006-01-25,C,0328
1843,2006-01-25,C,0467
1843,2006-01-25,C,0617
1843,2006-01-25,C,2668
1843,2006-01-25,C,3218
1843,2006-01-25,C,3291
1843,2006-01-25,C,3910
1843,2006-01-25,C,8697
1843,2006-01-25,C,8909
1843,2006-01-25,S,0094
1843,2006-01-25,S,1667
1843,2006-01-25,S,2081
1843,2006-01-25,S,4896
1843,2006-01-25,S,5030
1843,2006-01-25,S,5130
1843,2006-01-25,S,6401
1843,2006-01-25,S,7826
1843,2006-01-25,S,7948
1843,2006-01-25,S,8251
1844,2006-01-28,1,6593
1844,2006-01-28,2,8783
1844,2006-01-28,3,0468
1844,2006-01-28,C,0517
1844,2006-01-28,C,0728
1844,2006-01-28,C,3562
1844,2006-01-28,C,6049
1844,2006-01-28,C,7571
1844,2006-01-28,C,8518
1844,2006-01-28,C,8732
1844,2006-01-28,C,8984
1844,2006-01-28,C,9006
1844,2006-01-28,C,9341
1844,2006-01-28,S,4097
1844,2006-01-28,S,4243
1844,2006-01-28,S,4567
1844,2006-01-28,S,6317
1844,2006-01-28,S,6968
1844,2006-01-28,S,8646
1844,2006-01-28,S,9222
1844,2006-01-28,S,9296
1844,2006-01-28,S,9753
1844,2006-01-28,S,9882
1845,2006-01-29,1,5606
1845,2006-01-29,2,1449
1845,2006-01-29,3,2933
1845,2006-01-29,C,4270
1845,2006-01-29,C,4275
1845,2006-01-29,C,5223
1845,2006-01-29,C,6189
1845,2006-01-29,C,7189
1845,2006-01-29,C,7880
1845,2006-01-29,C,8873
1845,2006-01-29,C,9353
1845,2006-01-29,C,9717
1845,2006-01-29,C,9758
1845,2006-01-29,S,0127
1845,2006-01-29,S,0178
1845,2006-01-29,S,0404
1845,2006-01-29,S,0827
1845,2006-01-29,S,2397
1845,2006-01-29,S,2636
1845,2006-01-29,S,3549
1845,2006-01-29,S,6807
1845,2006-01-29,S,8929
1845,2006-01-29,S,9977
1846,2006-02-01,1,1993
1846,2006-02-01,2,6389
1846,2006-02-01,3,2908
1846,2006-02-01,C,0169
1846,2006-02-01,C,0196
1846,2006-02-01,C,0896
1846,2006-02-01,C,1239
1846,2006-02-01,C,2035
1846,2006-02-01,C,4588
1846,2006-02-01,C,5012
1846,2006-02-01,C,8811
1846,2006-02-01,C,9037
1846,2006-02-01,C,9948
1846,2006-02-01,S,0877
1846,2006-02-01,S,2528
1846,2006-02-01,S,2863
1846,2006-02-01,S,5755
1846,2006-02-01,S,5758
1846,2006-02-01,S,5991
1846,2006-02-01,S,8430
1846,2006-02-01,S,8939
1846,2006-02-01,S,8972
1846,2006-02-01,S,9768
1847,2006-02-04,1,8870
1847,2006-02-04,2,5319
1847,2006-02-04,3,6914
1847,2006-02-04,C,0110
1847,2006-02-04,C,4767
1847,2006-02-04,C,4846
1847,2006-02-04,C,5233
1847,2006-02-04,C,5744
1847,2006-02-04,C,6680
1847,2006-02-04,C,7051
1847,2006-02-04,C,7905
1847,2006-02-04,C,8171
1847,2006-02-04,C,9427
1847,2006-02-04,S,2530
1847,2006-02-04,S,4056
1847,2006-02-04,S,5324
1847,2006-02-04,S,6249
1847,2006-02-04,S,6822
1847,2006-02-04,S,8228
1847,2006-02-04,S,9063
1847,2006-02-04,S,9782
1847,2006-02-04,S,9800
1847,2006-02-04,S,9961
1848,2006-02-05,1,1706
1848,2006-02-05,2,6637
1848,2006-02-05,3,1486
1848,2006-02-05,C,0154
1848,2006-02-05,C,3182
1848,2006-02-05,C,5145
1848,2006-02-05,C,5358
1848,2006-02-05,C,5456
1848,2006-02-05,C,6195
1848,2006-02-05,C,7098
1848,2006-02-05,C,7248
1848,2006-02-05,C,8461
1848,2006-02-05,C,9206
1848,2006-02-05,S,1866
1848,2006-02-05,S,2798
1848,2006-02-05,S,3230
1848,2006-02-05,S,5137
1848,2006-02-05,S,5183
1848,2006-02-05,S,5735
1848,2006-02-05,S,6753
1848,2006-02-05,S,6986
1848,2006-02-05,S,7090
1848,2006-02-05,S,9350
1849,2006-02-08,1,3115
1849,2006-02-08,2,2364
1849,2006-02-08,3,2175
1849,2006-02-08,C,0102
1849,2006-02-08,C,0848
1849,2006-02-08,C,3294
1849,2006-02-08,C,4179
1849,2006-02-08,C,5312
1849,2006-02-08,C,6136
1849,2006-02-08,C,6382
1849,2006-02-08,C,6809
1849,2006-02-08,C,7176
1849,2006-02-08,C,9433
1849,2006-02-08,S,1602
1849,2006-02-08,S,2698
1849,2006-02-08,S,4252
1849,2006-02-08,S,6185
1849,2006-02-08,S,6267
1849,2006-02-08,S,6482
1849,2006-02-08,S,6799
1849,2006-02-08,S,7491
1849,2006-02-08,S,8204
1849,2006-02-08,S,8744
1850,2006-02-11,1,1164
1850,2006-02-11,2,6464
1850,2006-02-11,3,4604
1850,2006-02-11,C,2445
1850,2006-02-11,C,3251
1850,2006-02-11,C,3259
1850,2006-02-11,C,3740
1850,2006-02-11,C,4177
1850,2006-02-11,C,6060
1850,2006-02-11,C,6123
1850,2006-02-11,C,7885
1850,2006-02-11,C,8968
1850,2006-02-11,C,9012
1850,2006-02-11,S,0782
1850,2006-02-11,S,1667
1850,2006-02-11,S,1796
1850,2006-02-11,S,1903
1850,2006-02-11,S,5172
1850,2006-02-11,S,5926
1850,2006-02-11,S,7458
1850,2006-02-11,S,8022
1850,2006-02-11,S,8170
1850,2006-02-11,S,9208
1851,2006-02-12,1,6905
1851,2006-02-12,2,0124
1851,2006-02-12,3,7274
1851,2006-02-12,C,1560
1851,2006-02-12,C,2021
1851,2006-02-12,C,2342
1851,2006-02-12,C,2615
1851,2006-02-12,C,3229
1851,2006-02-12,C,4689
1851,2006-02-12,C,6750
1851,2006-02-12,C,6753
1851,2006-02-12,C,6855
1851,2006-02-12,C,6926
1851,2006-02-12,S,0036
1851,2006-02-12,S,0426
1851,2006-02-12,S,0574
1851,2006-02-12,S,0766
1851,2006-02-12,S,2801
1851,2006-02-12,S,5370
1851,2006-02-12,S,6789
1851,2006-02-12,S,8218
1851,2006-02-12,S,8743
1851,2006-02-12,S,9004
1852,2006-02-15,1,9879
1852,2006-02-15,2,0408
1852,2006-02-15,3,3496
1852,2006-02-15,C,1626
1852,2006-02-15,C,2383
1852,2006-02-15,C,2443
1852,2006-02-15,C,3195
1852,2006-02-15,C,3608
1852,2006-02-15,C,3690
1852,2006-02-15,C,3745
1852,2006-02-15,C,4962
1852,2006-02-15,C,5886
1852,2006-02-15,C,7260
1852,2006-02-15,S,0960
1852,2006-02-15,S,1929
1852,2006-02-15,S,2685
1852,2006-02-15,S,4478
1852,2006-02-15,S,5135
1852,2006-02-15,S,5668
1852,2006-02-15,S,6445
1852,2006-02-15,S,7041
1852,2006-02-15,S,7723
1852,2006-02-15,S,8953
1853,2006-02-18,1,6433
1853,2006-02-18,2,6224
1853,2006-02-18,3,9536
1853,2006-02-18,C,1454
1853,2006-02-18,C,1823
1853,2006-02-18,C,2375
1853,2006-02-18,C,4311
1853,2006-02-18,C,5886
1853,2006-02-18,C,8217
1853,2006-02-18,C,8593
1853,2006-02-18,C,8750
1853,2006-02-18,C,9252
1853,2006-02-18,C,9648
1853,2006-02-18,S,0493
1853,2006-02-18,S,2810
1853,2006-02-18,S,3217
1853,2006-02-18,S,4215
1853,2006-02-18,S,6365
1853,2006-02-18,S,6514
1853,2006-02-18,S,6870
1853,2006-02-18,S,9348
1853,2006-02-18,S,9427
1853,2006-02-18,S,9974
1854,2006-02-19,1,6551
1854,2006-02-19,2,7823
1854,2006-02-19,3,2017
1854,2006-02-19,C,1760
1854,2006-02-19,C,2234
1854,2006-02-19,C,3349
1854,2006-02-19,C,3490
1854,2006-02-19,C,4634
1854,2006-02-19,C,5351
1854,2006-02-19,C,6150
1854,2006-02-19,C,8196
1854,2006-02-19,C,8772
1854,2006-02-19,C,9314
1854,2006-02-19,S,1379
1854,2006-02-19,S,2550
1854,2006-02-19,S,2847
1854,2006-02-19,S,3110
1854,2006-02-19,S,4135
1854,2006-02-19,S,4563
1854,2006-02-19,S,5116
1854,2006-02-19,S,5788
1854,2006-02-19,S,6619
1854,2006-02-19,S,9346
1855,2006-02-22,1,4546
1855,2006-02-22,2,7887
1855,2006-02-22,3,5629
1855,2006-02-22,C,1522
1855,2006-02-22,C,1531
1855,2006-02-22,C,2225
1855,2006-02-22,C,3037
1855,2006-02-22,C,3244
1855,2006-02-22,C,7581
1855,2006-02-22,C,7711
1855,2006-02-22,C,7970
1855,2006-02-22,C,8956
1855,2006-02-22,C,8997
1855,2006-02-22,S,0364
1855,2006-02-22,S,0872
1855,2006-02-22,S,1714
1855,2006-02-22,S,2156
1855,2006-02-22,S,3277
1855,2006-02-22,S,4051
1855,2006-02-22,S,4920
1855,2006-02-22,S,6121
1855,2006-02-22,S,8466
1855,2006-02-22,S,9785
1856,2006-02-25,1,2795
1856,2006-02-25,2,3092
1856,2006-02-25,3,2917
1856,2006-02-25,C,0558
1856,2006-02-25,C,1335
1856,2006-02-25,C,2034
1856,2006-02-25,C,3064
1856,2006-02-25,C,5736
1856,2006-02-25,C,6182
1856,2006-02-25,C,7107
1856,2006-02-25,C,7359
1856,2006-02-25,C,8111
1856,2006-02-25,C,8195
1856,2006-02-25,S,0129
1856,2006-02-25,S,1330
1856,2006-02-25,S,2443
1856,2006-02-25,S,4193
1856,2006-02-25,S,6446
1856,2006-02-25,S,6984
1856,2006-02-25,S,7031
1856,2006-02-25,S,7666
1856,2006-02-25,S,8660
1856,2006-02-25,S,9893
1857,2006-02-26,1,8146
1857,2006-02-26,2,1654
1857,2006-02-26,3,6355
1857,2006-02-26,C,1472
1857,2006-02-26,C,2098
1857,2006-02-26,C,2226
1857,2006-02-26,C,4161
1857,2006-02-26,C,5013
1857,2006-02-26,C,5990
1857,2006-02-26,C,6184
1857,2006-02-26,C,6507
1857,2006-02-26,C,7973
1857,2006-02-26,C,8523
1857,2006-02-26,S,1436
1857,2006-02-26,S,2036
1857,2006-02-26,S,2170
